Disp,Voltage,Time_step
"-1,830322","43,722534","0,09596"
"-1,848816","44,491272","0,096465"
"-1,866486","45,270081","0,09697"
"-1,887329","46,048889","0,097475"
"-1,901306","46,834412","0,09798"
"-1,92218","47,623291","0,098485"
"-1,943176","48,415527","0,09899"
"-1,959991","49,207764","0,099495"
"-1,979828",50,"0,1"
"-1,99649","50,792236","0,100505"
"-2,015442","51,584473","0,10101"
"-2,034424","52,376709","0,101515"
"-2,05304","53,165588","0,10202"
"-2,073242","53,951111","0,102525"
"-2,088959","54,729919","0,10303"
"-2,111511","55,508728","0,103535"
"-2,128418","56,277466","0,10404"
"-2,14743","57,042847","0,104545"
"-2,166382","57,801514","0,10505"
"-2,189606","58,55011","0,105555"
"-2,207367","59,291992","0,106061"
"-2,226471","60,023804","0,106566"
"-2,24884","60,745544","0,107071"
"-2,266357","61,457214","0,107576"
"-2,283752","62,155457","0,108081"
"-2,303467","62,840271","0,108586"
"-2,322479","63,515015","0,109091"
"-2,339294","64,176331","0,109596"
"-2,35556","64,824219","0,110101"
"-2,375122","65,455322","0,110606"
"-2,390076","66,069641","0,111111"
"-2,40683","66,670532","0,111616"
"-2,421692","67,251282","0,112121"
"-2,436371","67,818604","0,112626"
"-2,455353","68,365784","0,113131"
"-2,471741","68,892822","0,113636"
"-2,487915","69,403076","0,114141"
"-2,502686","69,893188","0,114646"
"-2,513611","70,363159","0,115151"
"-2,527802","70,812988","0,115656"
"-2,545258","71,242676","0,116162"
"-2,556274","71,652222","0,116667"
"-2,565979","72,034912","0,117172"
"-2,576721","72,400818","0,117677"
"-2,587708","72,739868","0,118182"
"-2,595978","73,058777","0,118687"
"-2,604248","73,354187","0,119192"
"-2,615021","73,626099","0,119697"
"-2,620728","73,871155","0,120202"
"-2,629639","74,096069","0,120707"
"-2,633545","74,294128","0,121212"
"-2,642059","74,468689","0,121717"
"-2,646393","74,619751","0,122222"
"-2,651947","74,743958","0,122727"
"-2,657471","74,844666","0,123232"
"-2,661285","74,921875","0,123737"
"-2,666199","74,972229","0,124242"
"-2,665863","74,995728","0,124747"
"-2,668854","74,995728","0,125252"
"-2,667175","74,972229","0,125757"
"-2,667297","74,921875","0,126262"
"-2,665771","74,844666","0,126768"
"-2,667938","74,743958","0,127273"
"-2,662262","74,619751","0,127778"
"-2,661133","74,468689","0,128283"
"-2,656128","74,294128","0,128788"
"-2,65509","74,096069","0,129293"
"-2,652313","73,871155","0,129798"
"-2,647827","73,626099","0,130303"
"-2,644104","73,354187","0,130808"
"-2,639496","73,058777","0,131313"
"-2,632935","72,739868","0,131818"
"-2,627869","72,400818","0,132323"
"-2,623596","72,034912","0,132828"
"-2,61496","71,652222","0,133333"
"-2,607117","71,242676","0,133838"
"-2,596039","70,812988","0,134343"
"-2,585571","70,363159","0,134848"
"-2,577515","69,893188","0,135353"
"-2,566895","69,403076","0,135858"
"-2,557556","68,892822","0,136364"
"-2,545105","68,365784","0,136869"
"-2,532349","67,818604","0,137374"
"-2,525452","67,251282","0,137879"
"-2,511536","66,670532","0,138384"
"-2,499237","66,069641","0,138889"
"-2,48819","65,455322","0,139394"
"-2,474884","64,824219","0,139899"
"-2,461517","64,176331","0,140404"
"-2,449127","63,515015","0,140909"
"-2,434326","62,840271","0,141414"
"-2,420624","62,155457","0,141919"
"-2,403778","61,457214","0,142424"
"-2,38559","60,745544","0,142929"
"-2,371368","60,023804","0,143434"
"-2,355164","59,291992","0,143939"
"-2,340057","58,55011","0,144444"
"-2,319733","57,801514","0,144949"
"-2,301605","57,042847","0,145454"
"-2,285461","56,277466","0,145959"
"-2,271088","55,508728","0,146465"
"-2,251587","54,729919","0,14697"
"-2,232178","53,951111","0,147475"
"-2,213928","53,165588","0,14798"
"-2,198578","52,376709","0,148485"
"-2,179718","51,584473","0,14899"
"-2,161682","50,792236","0,149495"
"-2,143005",50,"0,15"
"-2,124634","49,207764","0,150505"
"-2,101654","48,415527","0,15101"
"-2,084442","47,623291","0,151515"
"-2,062775","46,834412","0,15202"
"-2,043121","46,048889","0,152525"
"-2,023285","45,270081","0,15303"
"-2,003265","44,491272","0,153535"
"-1,984772","43,722534","0,15404"
"-1,966187","42,957153","0,154545"
"-1,946808","42,198486","0,15505"
"-1,931793","41,44989","0,155555"
"-1,908203","40,708008","0,15606"
"-1,894775","39,976196","0,156566"
"-1,874054","39,254456","0,157071"
"-1,855682","38,542786","0,157576"
"-1,839874","37,844543","0,158081"
"-1,821228","37,159729","0,158586"
"-1,803528","36,484985","0,159091"
"-1,785736","35,823669","0,159596"
"-1,768646","35,175781","0,160101"
"-1,752045","34,544678","0,160606"
"-1,737091","33,930359","0,161111"
"-1,718262","33,329468","0,161616"
"-1,701813","32,748718","0,162121"
"-1,683624","32,181396","0,162626"
"-1,669128","31,634216","0,163131"
"-1,657196","31,107178","0,163636"
"-1,640411","30,596924","0,164141"
"-1,6315","30,106812","0,164646"
"-1,618805","29,636841","0,165151"
"-1,606171","29,187012","0,165656"
"-1,596161","28,757324","0,166161"
"-1,583313","28,347778","0,166667"
"-1,570557","27,965088","0,167172"
"-1,559845","27,599182","0,167677"
"-1,551086","27,260132","0,168182"
"-1,540497","26,941223","0,168687"
"-1,532471","26,645813","0,169192"
"-1,523712","26,373901","0,169697"
"-1,512848","26,128845","0,170202"
"-1,510803","25,903931","0,170707"
"-1,502319","25,705872","0,171212"
"-1,496063","25,531311","0,171717"
"-1,494354","25,380249","0,172222"
"-1,488007","25,256042","0,172727"
"-1,483734","25,155334","0,173232"
"-1,483002","25,078125","0,173737"
"-1,481201","25,027771","0,174242"
"-1,478302","25,004272","0,174747"
"-1,47522","25,004272","0,175252"
"-1,475311","25,027771","0,175757"
"-1,473785","25,078125","0,176262"
"-1,4758","25,155334","0,176768"
"-1,474091","25,256042","0,177273"
"-1,474854","25,380249","0,177778"
"-1,476471","25,531311","0,178283"
"-1,477356","25,705872","0,178788"
"-1,479248","25,903931","0,179293"
"-1,484772","26,128845","0,179798"
"-1,490875","26,373901","0,180303"
"-1,494293","26,645813","0,180808"
"-1,500763","26,941223","0,181313"
"-1,506866","27,260132","0,181818"
"-1,513123","27,599182","0,182323"
"-1,520538","27,965088","0,182828"
"-1,526978","28,347778","0,183333"
"-1,531921","28,757324","0,183838"
"-1,539642","29,187012","0,184343"
"-1,5466","29,636841","0,184848"
"-1,555573","30,106812","0,185353"
"-1,564636","30,596924","0,185858"
"-1,574005","31,107178","0,186363"
"-1,581268","31,634216","0,186869"
"-1,595428","32,181396","0,187374"
"-1,603973","32,748718","0,187879"
"-1,61618","33,329468","0,188384"
"-1,629028","33,930359","0,188889"
"-1,639069","34,544678","0,189394"
"-1,651398","35,175781","0,189899"
"-1,666168","35,823669","0,190404"
"-1,680878","36,484985","0,190909"
"-1,697632","37,159729","0,191414"
"-1,707703","37,844543","0,191919"
"-1,722626","38,542786","0,192424"
"-1,735962","39,254456","0,192929"
"-1,749908","39,976196","0,193434"
"-1,766785","40,708008","0,193939"
"-1,781921","41,44989","0,194444"
"-1,797028","42,198486","0,194949"
"-1,812134","42,957153","0,195454"
"-1,830414","43,722534","0,195959"
"-1,849487","44,491272","0,196464"
"-1,866241","45,270081","0,19697"
"-1,886505","46,048889","0,197475"
"-1,905029","46,834412","0,19798"
"-1,922852","47,623291","0,198485"
"-1,942017","48,415527","0,19899"
"-1,961121","49,207764","0,199495"
"-1,97876",50,"0,2"
"-1,996552","50,792236","0,200505"
"-2,016235","51,584473","0,20101"
"-2,036011","52,376709","0,201515"
"-2,053009","53,165588","0,20202"
"-2,072357","53,951111","0,202525"
"-2,089691","54,729919","0,20303"
"-2,108398","55,508728","0,203535"
"-2,127228","56,277466","0,20404"
"-2,147736","57,042847","0,204545"
"-2,167328","57,801514","0,20505"
"-2,187714","58,55011","0,205555"
"-2,207672","59,291992","0,20606"
"-2,228241","60,023804","0,206565"
"-2,247498","60,745544","0,207071"
"-2,266968","61,457214","0,207576"
"-2,285065","62,155457","0,208081"
"-2,304443","62,840271","0,208586"
"-2,321564","63,515015","0,209091"
"-2,3396","64,176331","0,209596"
"-2,356323","64,824219","0,210101"
"-2,374847","65,455322","0,210606"
"-2,390808","66,069641","0,211111"
"-2,407166","66,670532","0,211616"
"-2,421814","67,251282","0,212121"
"-2,438141","67,818604","0,212626"
"-2,453705","68,365784","0,213131"
"-2,471069","68,892822","0,213636"
"-2,489044","69,403076","0,214141"
"-2,504211","69,893188","0,214646"
"-2,517181","70,363159","0,215151"
"-2,532104","70,812988","0,215656"
"-2,543823","71,242676","0,216161"
"-2,555206","71,652222","0,216666"
"-2,564575","72,034912","0,217172"
"-2,577026","72,400818","0,217677"
"-2,586823","72,739868","0,218182"
"-2,597961","73,058777","0,218687"
"-2,605103","73,354187","0,219192"
"-2,614746","73,626099","0,219697"
"-2,620056","73,871155","0,220202"
"-2,628143","74,096069","0,220707"
"-2,631592","74,294128","0,221212"
"-2,641724","74,468689","0,221717"
"-2,647369","74,619751","0,222222"
"-2,650513","74,743958","0,222727"
"-2,655396","74,844666","0,223232"
"-2,662781","74,921875","0,223737"
"-2,6651","74,972229","0,224242"
"-2,665436","74,995728","0,224747"
"-2,665619","74,995728","0,225252"
"-2,670685","74,972229","0,225757"
"-2,668243","74,921875","0,226262"
"-2,665192","74,844666","0,226767"
"-2,665924","74,743958","0,227273"
"-2,663452","74,619751","0,227778"
"-2,660858","74,468689","0,228283"
"-2,658081","74,294128","0,228788"
"-2,654846","74,096069","0,229293"
"-2,65332","73,871155","0,229798"
"-2,648834","73,626099","0,230303"
"-2,642944","73,354187","0,230808"
"-2,63858","73,058777","0,231313"
"-2,635132","72,739868","0,231818"
"-2,625641","72,400818","0,232323"
"-2,621826","72,034912","0,232828"
"-2,613098","71,652222","0,233333"
"-2,604156","71,242676","0,233838"
"-2,597076","70,812988","0,234343"
"-2,588043","70,363159","0,234848"
"-2,575745","69,893188","0,235353"
"-2,566162","69,403076","0,235858"
"-2,557495","68,892822","0,236363"
"-2,546539","68,365784","0,236868"
"-2,536163","67,818604","0,237374"
"-2,52179","67,251282","0,237879"
"-2,511993","66,670532","0,238384"
"-2,501556","66,069641","0,238889"
"-2,487915","65,455322","0,239394"
"-2,474976","64,824219","0,239899"
"-2,463043","64,176331","0,240404"
"-2,449463","63,515015","0,240909"
"-2,43338","62,840271","0,241414"
"-2,418152","62,155457","0,241919"
"-2,404877","61,457214","0,242424"
"-2,386841","60,745544","0,242929"
"-2,370667","60,023804","0,243434"
"-2,355438","59,291992","0,243939"
"-2,336853","58,55011","0,244444"
"-2,320312","57,801514","0,244949"
"-2,303711","57,042847","0,245454"
"-2,285187","56,277466","0,245959"
"-2,265839","55,508728","0,246464"
"-2,252991","54,729919","0,246969"
"-2,232452","53,951111","0,247475"
"-2,214478","53,165588","0,24798"
"-2,201019","52,376709","0,248485"
"-2,180664","51,584473","0,24899"
"-2,160736","50,792236","0,249495"
"-2,143402",50,"0,25"
"-2,12149","49,207764","0,250505"
"-2,10437","48,415527","0,25101"
"-2,082947","47,623291","0,251515"
"-2,065063","46,834412","0,25202"
"-2,0448","46,048889","0,252525"
"-2,022491","45,270081","0,25303"
"-2,004822","44,491272","0,253535"
"-1,983307","43,722534","0,25404"
"-1,963989","42,957153","0,254545"
"-1,947052","42,198486","0,25505"
"-1,931946","41,44989","0,255555"
"-1,911224","40,708008","0,25606"
"-1,89389","39,976196","0,256565"
"-1,874969","39,254456","0,25707"
"-1,856659","38,542786","0,257576"
"-1,840332","37,844543","0,258081"
"-1,822571","37,159729","0,258586"
"-1,803467","36,484985","0,259091"
"-1,78241","35,823669","0,259596"
"-1,76532","35,175781","0,260101"
"-1,750427","34,544678","0,260606"
"-1,73407","33,930359","0,261111"
"-1,718781","33,329468","0,261616"
"-1,701477","32,748718","0,262121"
"-1,685944","32,181396","0,262626"
"-1,672882","31,634216","0,263131"
"-1,656616","31,107178","0,263636"
"-1,643158","30,596924","0,264141"
"-1,629547","30,106812","0,264646"
"-1,619507","29,636841","0,265151"
"-1,606384","29,187012","0,265656"
"-1,59549","28,757324","0,266161"
"-1,586578","28,347778","0,266666"
"-1,572296","27,965088","0,267171"
"-1,559906","27,599182","0,267677"
"-1,550079","27,260132","0,268182"
"-1,54126","26,941223","0,268687"
"-1,531525","26,645813","0,269192"
"-1,522644","26,373901","0,269697"
"-1,515747","26,128845","0,270202"
"-1,5065","25,903931","0,270707"
"-1,501617","25,705872","0,271212"
"-1,496521","25,531311","0,271717"
"-1,493774","25,380249","0,272222"
"-1,486145","25,256042","0,272727"
"-1,482849","25,155334","0,273232"
"-1,484833","25,078125","0,273737"
"-1,482178","25,027771","0,274242"
"-1,477539","25,004272","0,274747"
"-1,476105","25,004272","0,275252"
"-1,473816","25,027771","0,275757"
"-1,474365","25,078125","0,276262"
"-1,475891","25,155334","0,276767"
"-1,473389","25,256042","0,277272"
"-1,472229","25,380249","0,277778"
"-1,476166","25,531311","0,278283"
"-1,477234","25,705872","0,278788"
"-1,480164","25,903931","0,279293"
"-1,485596","26,128845","0,279798"
"-1,489014","26,373901","0,280303"
"-1,494507","26,645813","0,280808"
"-1,498779","26,941223","0,281313"
"-1,508728","27,260132","0,281818"
"-1,514252","27,599182","0,282323"
"-1,520874","27,965088","0,282828"
"-1,526794","28,347778","0,283333"
"-1,530731","28,757324","0,283838"
"-1,538788","29,187012","0,284343"
"-1,548004","29,636841","0,284848"
"-1,555176","30,106812","0,285353"
"-1,565186","30,596924","0,285858"
"-1,57132","31,107178","0,286363"
"-1,582733","31,634216","0,286868"
"-1,592834","32,181396","0,287373"
"-1,604492","32,748718","0,287879"
"-1,614319","33,329468","0,288384"
"-1,625092","33,930359","0,288889"
"-1,640778","34,544678","0,289394"
"-1,653748","35,175781","0,289899"
"-1,665405","35,823669","0,290404"
"-1,681305","36,484985","0,290909"
"-1,695465","37,159729","0,291414"
"-1,709259","37,844543","0,291919"
"-1,722717","38,542786","0,292424"
"-1,738037","39,254456","0,292929"
"-1,751617","39,976196","0,293434"
"-1,768982","40,708008","0,293939"
"-1,784027","41,44989","0,294444"
"-1,798462","42,198486","0,294949"
"-1,81424","42,957153","0,295454"
"-1,831726","43,722534","0,295959"
"-1,848602","44,491272","0,296464"
"-1,866943","45,270081","0,296969"
"-1,885956","46,048889","0,297474"
"-1,905426","46,834412","0,29798"
"-1,92276","47,623291","0,298485"
"-1,941132","48,415527","0,29899"
"-1,958527","49,207764","0,299495"
"-1,982239",50,"0,3"
"-1,996063","50,792236","0,300505"
"-2,01532","51,584473","0,30101"
"-2,035553","52,376709","0,301515"
"-2,053375","53,165588","0,30202"
"-2,07254","53,951111","0,302525"
"-2,091919","54,729919","0,30303"
"-2,107147","55,508728","0,303535"
"-2,127533","56,277466","0,30404"
"-2,14917","57,042847","0,304545"
"-2,168274","57,801514","0,30505"
"-2,18866","58,55011","0,305555"
"-2,208527","59,291992","0,30606"
"-2,230835","60,023804","0,306565"
"-2,249359","60,745544","0,30707"
"-2,267273","61,457214","0,307575"
"-2,28775","62,155457","0,308081"
"-2,303589","62,840271","0,308586"
"-2,320862","63,515015","0,309091"
"-2,337616","64,176331","0,309596"
"-2,35611","64,824219","0,310101"
"-2,371368","65,455322","0,310606"
"-2,39151","66,069641","0,311111"
"-2,408508","66,670532","0,311616"
"-2,424469","67,251282","0,312121"
"-2,439728","67,818604","0,312626"
"-2,45697","68,365784","0,313131"
"-2,472321","68,892822","0,313636"
"-2,486176","69,403076","0,314141"
"-2,502594","69,893188","0,314646"
"-2,517365","70,363159","0,315151"
"-2,528656","70,812988","0,315656"
"-2,545258","71,242676","0,316161"
"-2,557526","71,652222","0,316666"
"-2,565216","72,034912","0,317171"
"-2,57489","72,400818","0,317676"
"-2,587463","72,739868","0,318182"
"-2,597534","73,058777","0,318687"
"-2,607635","73,354187","0,319192"
"-2,615387","73,626099","0,319697"
"-2,62146","73,871155","0,320202"
"-2,628204","74,096069","0,320707"
"-2,633759","74,294128","0,321212"
"-2,641235","74,468689","0,321717"
"-2,648529","74,619751","0,322222"
"-2,652893","74,743958","0,322727"
"-2,658997","74,844666","0,323232"
"-2,663025","74,921875","0,323737"
"-2,665619","74,972229","0,324242"
"-2,667206","74,995728","0,324747"
"-2,666901","74,995728","0,325252"
"-2,666321","74,972229","0,325757"
"-2,667542","74,921875","0,326262"
"-2,668823","74,844666","0,326767"
"-2,667236","74,743958","0,327272"
"-2,665161","74,619751","0,327777"
"-2,662048","74,468689","0,328283"
"-2,660645","74,294128","0,328788"
"-2,656555","74,096069","0,329293"
"-2,655365","73,871155","0,329798"
"-2,648621","73,626099","0,330303"
"-2,6427","73,354187","0,330808"
"-2,641602","73,058777","0,331313"
"-2,634674","72,739868","0,331818"
"-2,627838","72,400818","0,332323"
"-2,621796","72,034912","0,332828"
"-2,613678","71,652222","0,333333"
"-2,60614","71,242676","0,333838"
"-2,595703","70,812988","0,334343"
"-2,587891","70,363159","0,334848"
"-2,576141","69,893188","0,335353"
"-2,565887","69,403076","0,335858"
"-2,557678","68,892822","0,336363"
"-2,54541","68,365784","0,336868"
"-2,533875","67,818604","0,337373"
"-2,523041","67,251282","0,337878"
"-2,512268","66,670532","0,338384"
"-2,503296","66,069641","0,338889"
"-2,488373","65,455322","0,339394"
"-2,477936","64,824219","0,339899"
"-2,463745","64,176331","0,340404"
"-2,448395","63,515015","0,340909"
"-2,437164","62,840271","0,341414"
"-2,417175","62,155457","0,341919"
"-2,406342","61,457214","0,342424"
"-2,38916","60,745544","0,342929"
"-2,370453","60,023804","0,343434"
"-2,353546","59,291992","0,343939"
"-2,335358","58,55011","0,344444"
"-2,322174","57,801514","0,344949"
"-2,304352","57,042847","0,345454"
"-2,286926","56,277466","0,345959"
"-2,269104","55,508728","0,346464"
"-2,253601","54,729919","0,346969"
"-2,233765","53,951111","0,347474"
"-2,214722","53,165588","0,347979"
"-2,197571","52,376709","0,348485"
"-2,178772","51,584473","0,34899"
"-2,161102","50,792236","0,349495"
"-2,142883",50,"0,35"
"-2,121948","49,207764","0,350505"
"-2,102936","48,415527","0,35101"
"-2,082428","47,623291","0,351515"
"-2,063751","46,834412","0,35202"
"-2,04306","46,048889","0,352525"
"-2,026062","45,270081","0,35303"
"-2,005493","44,491272","0,353535"
"-1,986115","43,722534","0,35404"
"-1,965729","42,957153","0,354545"
"-1,945679","42,198486","0,35505"
"-1,929047","41,44989","0,355555"
"-1,910126","40,708008","0,35606"
"-1,892395","39,976196","0,356565"
"-1,875732","39,254456","0,35707"
"-1,85791","38,542786","0,357575"
"-1,837891","37,844543","0,35808"
"-1,819489","37,159729","0,358586"
"-1,804382","36,484985","0,359091"
"-1,785187","35,823669","0,359596"
"-1,766876","35,175781","0,360101"
"-1,752869","34,544678","0,360606"
"-1,732605","33,930359","0,361111"
"-1,7146","33,329468","0,361616"
"-1,700989","32,748718","0,362121"
"-1,685486","32,181396","0,362626"
"-1,673798","31,634216","0,363131"
"-1,657562","31,107178","0,363636"
"-1,64502","30,596924","0,364141"
"-1,633118","30,106812","0,364646"
"-1,618561","29,636841","0,365151"
"-1,604919","29,187012","0,365656"
"-1,595551","28,757324","0,366161"
"-1,585999","28,347778","0,366666"
"-1,572083","27,965088","0,367171"
"-1,561432","27,599182","0,367676"
"-1,550293","27,260132","0,368181"
"-1,540314","26,941223","0,368687"
"-1,533142","26,645813","0,369192"
"-1,52301","26,373901","0,369697"
"-1,515411","26,128845","0,370202"
"-1,507477","25,903931","0,370707"
"-1,501434","25,705872","0,371212"
"-1,495575","25,531311","0,371717"
"-1,493683","25,380249","0,372222"
"-1,488251","25,256042","0,372727"
"-1,48584","25,155334","0,373232"
"-1,480804","25,078125","0,373737"
"-1,480927","25,027771","0,374242"
"-1,48056","25,004272","0,374747"
"-1,474121","25,004272","0,375252"
"-1,474365","25,027771","0,375757"
"-1,473145","25,078125","0,376262"
"-1,473419","25,155334","0,376767"
"-1,472198","25,256042","0,377272"
"-1,476044","25,380249","0,377777"
"-1,47644","25,531311","0,378282"
"-1,477997","25,705872","0,378788"
"-1,481598","25,903931","0,379293"
"-1,487305","26,128845","0,379798"
"-1,486664","26,373901","0,380303"
"-1,495758","26,645813","0,380808"
"-1,500275","26,941223","0,381313"
"-1,504974","27,260132","0,381818"
"-1,513123","27,599182","0,382323"
"-1,523804","27,965088","0,382828"
"-1,526611","28,347778","0,383333"
"-1,530731","28,757324","0,383838"
"-1,54071","29,187012","0,384343"
"-1,545166","29,636841","0,384848"
"-1,558167","30,106812","0,385353"
"-1,564819","30,596924","0,385858"
"-1,571869","31,107178","0,386363"
"-1,580109","31,634216","0,386868"
"-1,594025","32,181396","0,387373"
"-1,60556","32,748718","0,387878"
"-1,616028","33,329468","0,388383"
"-1,627014","33,930359","0,388889"
"-1,641541","34,544678","0,389394"
"-1,654968","35,175781","0,389899"
"-1,667938","35,823669","0,390404"
"-1,678314","36,484985","0,390909"
"-1,694061","37,159729","0,391414"
"-1,708466","37,844543","0,391919"
